Date,Open,High,Low,Close,Adj Close,Volume
1973-02-21,0.000000,2.273438,2.257813,2.265625,0.370016,92800
1973-02-22,0.000000,2.304688,2.265625,2.296875,0.375119,35200
1973-02-23,0.000000,2.328125,2.281250,2.328125,0.380223,92800
1973-02-26,0.000000,2.390625,2.320313,2.320313,0.378947,284800
1973-02-27,0.000000,2.351563,2.312500,2.343750,0.382775,280000
1973-02-28,0.000000,2.375000,2.328125,2.375000,0.387878,113600
1973-03-01,0.000000,2.390625,2.375000,2.390625,0.390430,144000
1973-03-02,0.000000,2.398438,2.367188,2.390625,0.390430,124800
1973-03-05,0.000000,2.414063,2.390625,2.398438,0.391706,129600
1973-03-06,0.000000,2.429688,2.398438,2.414063,0.394258,132800
1973-03-07,0.000000,2.445313,2.421875,2.437500,0.398086,169600
1973-03-08,0.000000,2.429688,2.421875,2.421875,0.395534,92800
1973-03-09,0.000000,2.437500,2.414063,2.414063,0.394258,211200
1973-03-12,0.000000,2.437500,2.414063,2.421875,0.395534,89600
1973-03-13,0.000000,2.492188,2.437500,2.492188,0.407017,176000
1973-03-14,0.000000,2.500000,2.437500,2.437500,0.398086,176000
1973-03-15,0.000000,2.445313,2.390625,2.390625,0.390430,115200
1973-03-16,0.000000,2.390625,2.281250,2.296875,0.375119,438400
1973-03-19,0.000000,2.281250,2.250000,2.273438,0.371291,312000
1973-03-20,0.000000,2.289063,2.257813,2.281250,0.372567,870400
1973-03-21,0.000000,2.281250,2.257813,2.257813,0.368740,270400
1973-03-22,0.000000,2.250000,2.226563,2.234375,0.364912,158400
1973-03-23,0.000000,2.234375,2.195313,2.210938,0.361084,761600
1973-03-26,0.000000,2.187500,2.132813,2.148438,0.350877,257600
1973-03-27,0.000000,2.187500,2.125000,2.187500,0.357256,273600
1973-03-28,0.000000,2.234375,2.156250,2.156250,0.352153,473600
1973-03-29,0.000000,2.156250,2.101563,2.148438,0.350877,108800
1973-03-30,0.000000,2.148438,2.132813,2.132813,0.348325,75200
1973-04-02,0.000000,2.140625,2.078125,2.117188,0.345773,166400
1973-04-03,0.000000,2.125000,2.078125,2.078125,0.339393,126400
1973-04-04,0.000000,2.218750,2.078125,2.187500,0.357256,750400
1973-04-05,0.000000,2.210938,2.164063,2.187500,0.357256,150400
1973-04-06,0.000000,2.218750,2.187500,2.203125,0.359808,145600
1973-04-09,0.000000,2.218750,2.187500,2.203125,0.359808,99200
1973-04-10,0.000000,2.304688,2.203125,2.304688,0.376395,200000
1973-04-11,0.000000,2.359375,2.312500,2.351563,0.384051,409600
1973-04-12,0.000000,2.398438,2.359375,2.359375,0.385327,305600
1973-04-13,0.000000,2.375000,2.343750,2.343750,0.382775,140800
1973-04-16,0.000000,2.421875,2.343750,2.421875,0.395534,78400
1973-04-17,0.000000,2.421875,2.375000,2.375000,0.387878,270400
1973-04-18,0.000000,2.406250,2.375000,2.406250,0.392982,945600
1973-04-19,0.000000,2.437500,2.398438,2.406250,0.392982,176000
1973-04-23,0.000000,2.429688,2.406250,2.406250,0.392982,545600
1973-04-24,0.000000,2.421875,2.382813,2.382813,0.389154,592000
1973-04-25,0.000000,2.382813,2.367188,2.367188,0.386602,72000
1973-04-26,0.000000,2.382813,2.343750,2.343750,0.382775,1670400
1973-04-27,0.000000,2.375000,2.351563,2.375000,0.387878,371200
1973-04-30,0.000000,2.406250,2.375000,2.390625,0.390430,105600
1973-05-01,0.000000,2.406250,2.359375,2.359375,0.385327,489600
1973-05-02,0.000000,2.414063,2.359375,2.375000,0.387878,300800
1973-05-03,0.000000,2.429688,2.390625,2.414063,0.394258,243200
1973-05-04,0.000000,2.460938,2.429688,2.429688,0.396810,363200
1973-05-07,0.000000,2.437500,2.390625,2.390625,0.390430,1014400
1973-05-08,0.000000,2.429688,2.406250,2.414063,0.394258,121600
1973-05-09,0.000000,2.453125,2.421875,2.421875,0.395534,308800
1973-05-10,0.000000,2.453125,2.414063,2.437500,0.398086,67200
1973-05-11,0.000000,2.429688,2.398438,2.414063,0.394258,91200
1973-05-14,0.000000,2.398438,2.320313,2.351563,0.384051,321600
1973-05-15,0.000000,2.367188,2.328125,2.359375,0.385327,148800
1973-05-16,0.000000,2.421875,2.406250,2.421875,0.395534,203200
1973-05-17,0.000000,2.421875,2.398438,2.398438,0.391706,57600
1973-05-18,0.000000,2.390625,2.375000,2.375000,0.387878,104000
1973-05-21,0.000000,2.375000,2.351563,2.367188,0.386602,148800
1973-05-22,0.000000,2.335938,2.296875,2.320313,0.378947,281600
1973-05-23,0.000000,2.343750,2.304688,2.304688,0.376395,96000
1973-05-24,0.000000,2.367188,2.312500,2.351563,0.384051,136000
1973-05-25,0.000000,2.406250,2.351563,2.390625,0.390430,225600
1973-05-29,0.000000,2.406250,2.382813,2.406250,0.392982,91200
1973-05-30,0.000000,2.453125,2.406250,2.406250,0.392982,150400
1973-05-31,0.000000,2.421875,2.375000,2.406250,0.392982,241600
1973-06-01,0.000000,2.421875,2.382813,2.382813,0.389154,164800
1973-06-04,0.000000,2.382813,2.343750,2.359375,0.385327,72000
1973-06-05,0.000000,2.390625,2.359375,2.390625,0.390430,81600
1973-06-06,0.000000,2.421875,2.390625,2.390625,0.390430,420800
1973-06-07,0.000000,2.421875,2.398438,2.421875,0.395534,107200
1973-06-08,0.000000,2.421875,2.390625,2.390625,0.390430,204800
1973-06-11,0.000000,2.414063,2.390625,2.398438,0.391706,254400
1973-06-12,0.000000,2.421875,2.390625,2.406250,0.392982,344000
1973-06-13,0.000000,2.429688,2.398438,2.398438,0.391706,212800
1973-06-14,0.000000,2.421875,2.406250,2.406250,0.392982,78400
1973-06-15,0.000000,2.390625,2.359375,2.367188,0.386602,803200
1973-06-18,0.000000,2.375000,2.328125,2.328125,0.380223,65600
1973-06-19,0.000000,2.335938,2.304688,2.335938,0.381499,236800
1973-06-20,0.000000,2.359375,2.328125,2.328125,0.380223,128000
1973-06-21,0.000000,2.335938,2.281250,2.289063,0.373843,166400
1973-06-22,0.000000,2.359375,2.289063,2.312500,0.377671,696000
1973-06-25,0.000000,2.320313,2.257813,2.289063,0.373843,169600
1973-06-26,0.000000,2.296875,2.273438,2.289063,0.373843,28800
1973-06-27,0.000000,2.312500,2.281250,2.289063,0.373843,91200
1973-06-28,0.000000,2.296875,2.281250,2.289063,0.373843,508800
1973-06-29,0.000000,2.273438,2.242188,2.242188,0.366188,667200
1973-07-02,0.000000,2.250000,2.195313,2.210938,0.361084,228800
1973-07-03,0.000000,2.226563,2.171875,2.210938,0.361084,340800
1973-07-05,0.000000,2.210938,2.195313,2.210938,0.361084,152000
1973-07-06,0.000000,2.203125,2.179688,2.179688,0.355980,102400
1973-07-09,0.000000,2.187500,2.171875,2.187500,0.357256,169600
1973-07-10,0.000000,2.195313,2.164063,2.171875,0.354705,294400
1973-07-11,0.000000,2.203125,2.179688,2.187500,0.357256,160000
1973-07-12,0.000000,2.187500,2.164063,2.187500,0.357256,1172800
1973-07-13,0.000000,2.187500,2.156250,2.179688,0.355980,584000
1973-07-16,0.000000,2.179688,2.164063,2.179688,0.355980,102400
1973-07-17,0.000000,2.187500,2.164063,2.179688,0.355980,984000
1973-07-18,0.000000,2.187500,2.164063,2.187500,0.357256,110400
1973-07-19,0.000000,2.203125,2.164063,2.187500,0.357256,64000
1973-07-20,0.000000,2.226563,2.195313,2.195313,0.358532,772800
1973-07-23,0.000000,2.234375,2.195313,2.234375,0.364912,252800
1973-07-24,0.000000,2.242188,2.210938,2.242188,0.366188,188800
1973-07-25,0.000000,2.273438,2.234375,2.242188,0.366188,283200
1973-07-26,0.000000,2.250000,2.226563,2.234375,0.364912,132800
