DIS Close,DIS Volume,EMA 12,EMA 26,MACD,RSI,VWMA
29.471687,0.084022,28.537167410194762,27.926066912074077,0.6111004981206847,0.6484424700164345,27.97208878178899
31.198063,0.160511,28.946535962472492,28.16843699266118,0.7780989698113103,0.7344175357436937,28.316145080775694
32.492844,0.198238,29.492121814399802,28.488763437649244,1.0033583767505583,0.778223837274235,28.856382731547217
31.198063,0.079031,29.754574304492138,28.689452294119672,1.0651220103724661,0.6608377288262179,29.08179040924366
30.704813,0.067735,29.90076487303181,28.838738272333032,1.062026600698779,0.6223266207843609,29.282206612402206
35.390686,0.339658,30.745368123334607,29.324067733641698,1.4213003896929095,0.7633936832063222,30.48798153355323
35.760624,0.201348,31.5169459505139,29.80084967929787,1.7160962712160313,0.7706761999549756,31.168329106777485
33.232719,0.131009,31.780911035050224,30.0550622215721,1.7258488134781231,0.6283530966598955,31.428835641665586
34.342533,0.087323,32.17500672196557,30.372652649603797,1.8023540723617764,0.658196863265258,31.70971759939786
33.109406,0.081515,32.318760457047794,30.575375120003514,1.7433853370442804,0.6004968223241659,31.893069785281433
34.034248,0.081017,32.58268161750198,30.831587925929178,1.7510936915728053,0.6269132768169345,32.221355017566275
34.280876,0.065513,32.843942291732446,31.087090746230718,1.7568515455017284,0.6338659832173638,32.44522563437352
33.171062,0.07212,32.89426840069669,31.241458987250663,1.6528094134460254,0.5813629994576509,32.62881959817562
32.307877,0.082841,32.80405433905104,31.320452914120985,1.4836014249300575,0.5436456775841145,32.721118268286986
32.862782,0.08343,32.81308936381242,31.434699513074985,1.3783898507374381,0.5632618394877641,32.81932594641188
36.993752,0.299112,33.456268230918205,31.846481178773136,1.6097870521450695,0.6751938297754311,33.510713184461316
36.130562,0.104007,33.86769804154617,32.16382049886401,1.7038775426821573,0.6383767619298795,33.71537325381133
36.623814,0.098184,34.2917158813083,32.49419038783705,1.7975254934712481,0.65011736117644,33.92877446415257
36.253876,0.075009,34.593586668799325,32.77268561836764,1.8209010504316865,0.63350509734181,34.094388396484554
35.822281,0.07909,34.78261656590712,32.99858157256263,1.7840349933444912,0.6137992306892299,34.212171289792046
35.514,0.072372,34.8951370942291,33.18490886348392,1.7102282307451802,0.5994556519141067,34.41245933382024
36.747124,0.094113,35.18005815665539,33.448776651374,1.7312815052813946,0.6360885730220539,34.71992747736144
37.363686,0.109081,35.51600090178533,33.7387699364574,1.7772309653279308,0.6531688056687209,35.036781769941754
37.610313,0.062729,35.838202763049125,34.02555090412722,1.8126518589219032,0.6600422060108463,35.240004751884605
37.487,0.061535,36.09186387642618,34.281954540858536,1.8099093355676459,0.6530732406692938,35.43529580587864
37.055405,0.057802,36.240100972360615,34.48739531560975,1.7527056567508623,0.6280777187721398,35.489717749746646
37.178719,0.061583,36.384503745843595,34.68675262556459,1.6977511202790083,0.6324067282597646,35.516321886231744
36.438843,0.056759,36.39286363109842,34.816537097744984,1.5763265333534378,0.5881711890193587,35.71324475560504
37.363686,0.07247,36.542220918621744,35.00521479420832,1.5370061244134234,0.6236120536128306,35.848422167800386
36.5005,0.052016,36.53580231575686,35.115976661304,1.4198256544528576,0.5739649400086153,35.996165673704304
36.377186,0.070827,36.51139980564042,35.20939957528149,1.302000230358935,0.5670199674021866,36.10360584642027
36.438843,0.044752,36.50023722015728,35.300469458593966,1.199767761563315,0.5698227364486446,36.182218852566805
36.007252,0.047563,36.424393340133086,35.35282372092034,1.0715696192127453,0.5433107414954258,36.30614087348237
35.020748,0.064938,36.20844790318953,35.32822551937068,0.8802223838188468,0.48748032351410936,36.45472759265779
32.924438,0.127441,35.70321561039114,35.15016718460249,0.5530484257886528,0.39466969618301684,36.36694618125983
33.664314,0.083717,35.38953843956173,35.040103985743045,0.349434453818688,0.43551842145004627,36.09037885560379
32.739468,0.083386,34.981835295013774,34.86968650531764,0.11214878969613551,0.3992501891313605,35.898156594359904
30.581499,0.084406,34.30486048039627,34.552042986405226,-0.2471825060089543,0.3301615265269966,35.5423754906263
32.307877,0.079436,33.997632252643,34.38580846889373,-0.3881762162507272,0.41706848748468034,35.33071029474235
33.541,0.055064,33.92738113685177,34.32323006379049,-0.39584892693871865,0.469966901792093,35.23540662776232
34.219219,0.072503,33.972279269643806,34.31552554054675,-0.3432462709029451,0.49700268908929773,35.170336490713325
34.034248,0.065882,33.98181292046784,34.29469016717292,-0.312877246705078,0.48966676157089434,35.01244303025553
36.007252,0.145597,34.29341893270355,34.42154659923418,-0.1281276665306308,0.5636510109425596,34.93547511036634
35.514,0.07341,34.481200635364544,34.502469073364985,-0.021268438000440426,0.5424775074397975,34.84970308321749
35.514,0.075881,34.64009284530846,34.57739729015277,0.0626955551556918,0.5424775074397975,34.77387547774044
34.465843,0.062945,34.613285176799465,34.56913400940071,0.04415116739875202,0.4965113242102744,34.671708433456985
35.760624,0.05623,34.78979884190724,34.65739252722288,0.13240631468435993,0.5475164861234998,34.60855899136401
34.650814,0.070619,34.7684165585369,34.65690522891008,0.11151132962682198,0.5006960368607851,34.54079844101773
34.465843,0.052474,34.72186678030045,34.64275247121303,0.0791143090874229,0.49312706468008616,34.39886819916588
33.664314,0.055895,34.55916635256192,34.57027554741947,-0.011109194857553462,0.4606320186303946,34.29677732489277
34.342533,0.066429,34.52583814447547,34.553405729092106,-0.027567584616633667,0.4911850015914725,34.19851180263562
34.835781,0.083351,34.573521660710014,34.574322415826025,-0.0008007551160105209,0.5128000282125276,34.16723306784716
36.315533,0.087536,34.841523405216165,34.70330097761669,0.138222427599473,0.5715972024235831,34.23221539807645
