GS Close
82.75
78.875
82.25
82.5625
84.375
84.8125
84.375
84.5
85.625
86.875
87.5625
85.9375
85.6875
81.75
83.875
88.25
89.0
87.0
91.625
91.25
91.125
85.375
84.6875
85.75
89.4375
86.75
86.625
85.125
86.5
86.5
82.9375
82.125
80.8125
81.5625
85.75
89.625
89.25
88.0
92.5
94.75
96.25
102.5
103.6875
104.875
101.75
107.1875
112.25
110.375
104.75
103.5625
103.3125
116.5
113.4375
118.25
117.15625
119.0
121.3125
112.0
113.25
114.1875
106.875
105.25
105.5
98.25
97.4375
106.0
102.5
107.0625
104.8125
96.5625
95.25
82.75
87.5
93.75
92.0625
88.8125
86.875
97.0625
94.5
95.1875
93.25
97.0
93.0
91.125
90.1875
89.875
87.3125
85.625
81.4375
80.875
83.78125
87.0625
85.5
84.6875
85.25
84.5625
82.0
82.8125
80.0
73.0
69.8125
72.0
73.5625
76.375
86.875
84.5
83.125
86.6875
85.0625
83.25
83.3125
85.125
89.9375
90.25
89.9375
91.625
89.0
86.625
84.25
86.0
87.75
88.3125
89.875
92.625
94.78125
94.9375
95.9375
93.1875
94.9375
97.6875
98.5
101.9375
104.25
104.1875
100.0
103.875
100.75
103.6875
104.25
105.375
106.0
105.9375
100.0
98.5
98.6875
100.625
102.125
105.625
111.25
114.0625
113.0
114.9375
112.0
119.875
120.75
118.1875
113.0
118.625
117.0
117.8125
119.875
119.0
118.25
119.375
122.4375
127.4375
123.6875
129.5
129.625
128.8125
128.125
128.6875
124.25
132.0
131.3125
128.5
129.0
124.875
118.5625
119.9375
118.0
113.25
114.875
116.5
110.875
107.0625
113.0
114.0625
115.375
113.875
109.4375
114.875
108.875
105.25
102.6875
104.0
94.3125
101.5
103.625
99.25
98.0
100.5625
104.9375
102.4375
101.125
96.1875
92.9375
93.0
96.5
99.8125
96.6875
99.25
100.4375
96.0625
93.75
92.4375
91.875
89.1875
86.375
88.875
90.0625
91.4375
88.0625
83.0
84.1875
79.9375
81.5
82.5
80.5
82.875
82.125
82.0
81.75
88.75
87.75
85.875
91.875
96.0
92.4375
94.0625
87.4375
86.6875
85.9375
89.375
90.0
93.8125
98.8125
101.8125
101.875
107.125
106.9375
100.25
115.5
112.75
107.875
106.375
104.75
108.5
110.5
108.75
110.0
110.0
107.5
110.9375
113.125
116.0
117.875
113.5625
114.6875
115.910004
118.620003
113.75
118.199997
113.959999
112.099998
108.949997
105.199997
105.949997
107.75
109.5
105.900002
104.25
107.199997
101.5
96.0
94.400002
97.199997
96.040001
98.300003
98.339996
91.75
91.610001
91.400002
92.150002
95.349998
94.949997
91.75
87.0
82.489998
87.510002
83.910004
87.949997
87.550003
90.940002
87.059998
85.0
85.910004
89.809998
89.239998
93.5
87.25
88.099998
85.099998
84.160004
81.309998
