NEE Close
5.25
5.421875
5.421875
5.578125
5.53125
5.46875
5.585938
5.53125
5.429688
5.296875
5.421875
5.359375
5.5
5.46875
5.28125
5.296875
5.1875
5.164063
5.273438
5.164063
5.195313
5.359375
5.203125
5.210938
5.226563
5.15625
5.039063
5.109375
5.09375
5.109375
5.117188
5.125
5.039063
5.109375
5.023438
4.75
4.601563
4.765625
4.828125
4.820313
4.851563
4.875
4.742188
4.914063
5.164063
5.351563
5.46875
5.265625
5.234375
5.546875
5.625
5.484375
5.382813
5.171875
5.09375
5.3125
5.414063
5.828125
5.679688
5.578125
5.75
5.757813
5.664063
5.773438
5.757813
5.71875
5.820313
5.898438
5.84375
5.90625
5.882813
5.6875
5.445313
5.414063
5.609375
5.648438
5.679688
5.890625
5.882813
5.6875
5.65625
5.671875
5.648438
5.6875
5.726563
5.664063
5.875
5.835938
5.90625
6.085938
5.945313
6.078125
5.898438
5.84375
5.953125
5.976563
5.953125
6.015625
6.085938
6.109375
6.21875
6.140625
6.210938
6.195313
6.179688
5.9375
6.078125
6.023438
6.039063
6.09375
6.101563
6.046875
5.960938
6.101563
6.0625
5.921875
5.96875
6.09375
6.132813
6.21875
6.226563
6.1875
6.294922
6.140625
6.1875
6.226563
6.203125
6.28125
6.375
6.625
6.640625
6.679688
6.765625
6.765625
6.730469
6.601563
6.6875
6.648438
6.59375
6.609375
6.679688
6.611328
6.609375
6.601563
6.03125
6.289063
6.53125
6.650391
6.625
6.720703
6.742188
6.578125
6.525391
6.673828
6.671875
6.703125
6.798828
6.84375
6.875
6.796875
6.804688
6.835938
6.757813
6.695313
6.648438
6.625
6.6875
6.671875
6.773438
6.851563
7.03125
7.1875
7.246094
7.369141
7.539063
7.625
7.644531
7.775391
7.820313
7.585938
7.601563
7.578125
7.625
7.710938
7.914063
7.994141
7.992188
8.220703
8.53125
8.03125
7.984375
7.796875
7.976563
8.046875
8.171875
8.25
8.148438
8.4375
8.5
8.460938
8.4375
8.125
8.125
8.117188
7.953125
7.898438
7.710938
8.09375
8.265625
8.25
8.25
8.0625
7.976563
8.085938
8.039063
8.015625
8.125
8.15625
8.25
8.1875
8.25
8.296875
8.34375
8.382813
8.289063
8.25
8.164063
8.140625
8.28125
8.289063
8.28125
8.21875
8.140625
8.140625
8.125
8.132813
8.085938
7.9375
8.0625
8.15625
8.015625
8.195313
8.296875
8.460938
8.757813
8.859375
8.851563
9.0625
8.992188
8.84375
8.96875
8.78125
8.390625
7.890625
7.921875
7.960938
7.898438
7.796875
7.179688
7.296875
7.25
7.453125
7.492188
7.367188
7.601563
7.515625
7.546875
7.585938
7.5
7.4875
7.46875
7.25
7.17375
7.29
7.3125
7.435
7.4925
7.625
7.775
7.715
7.725
7.725
7.725
7.8875
8.06875
8.1125
8.0675
8.01625
8.02625
8.2625
8.13125
8.16875
8.17
8.15375
8.11875
8.125
8.17375
8.19625
8.125
8.0625
7.99625
8.08125
8.03125
7.72625
7.47125
7.405
7.14375
7.16625
7.4325
7.67
7.53625
7.65
7.6625
7.65125
7.6825
7.6
7.4875
7.35
7.5
7.7
