NVR Close
46.0
45.875
45.875
46.75
47.375
47.5
47.8125
48.875
48.8125
47.75
47.75
48.25
48.5625
48.75
49.25
48.625
47.125
46.375
45.25
44.875
44.625
44.375
45.3125
45.875
45.875
44.1875
42.25
42.5
42.75
43.375
43.875
44.125
43.1875
42.875
43.5
44.625
44.125
44.125
44.125
44.375
44.5
44.1875
44.625
44.375
44.125
44.75
44.625
44.375
44.5625
44.5625
46.75
49.5
50.5
51.75
54.5625
54.125
53.8125
53.125
52.0625
51.8125
54.0
54.0
54.25
54.4375
54.875
55.8125
55.875
55.375
55.0
54.8125
54.75
53.8125
52.75
52.75
52.8125
53.1875
53.625
53.5
59.0
59.0
62.0
63.25
62.0
61.0
61.625
62.5
62.3125
62.625
62.375
62.375
62.375
61.9375
61.75
61.25
60.25
59.1875
57.3125
56.875
56.25
55.5
55.125
55.75
55.0
55.125
55.6875
56.3125
56.75
56.5625
56.6875
55.5
54.8125
55.375
55.625
56.25
55.375
55.875
55.125
55.0625
54.25
54.5
55.25
56.4375
57.75
58.625
57.0
57.375
57.875
59.0
60.9375
60.125
59.875
59.375
59.6875
59.75
59.8125
59.75
60.0
61.8125
61.375
61.125
59.875
59.0
59.25
59.9375
61.625
62.125
63.75
64.0
66.375
72.5
72.625
70.75
69.5
72.0
73.9375
70.625
71.0
70.625
71.0
71.8125
71.125
69.75
70.125
69.625
70.125
70.625
71.375
73.5
72.0
72.25
73.4375
75.3125
77.125
78.25
78.75
78.875
78.25
78.3125
77.5625
77.5625
79.8125
79.6875
78.75
79.150002
79.0
79.25
80.75
81.0
81.529999
81.440002
79.5
79.099998
76.5
76.0
78.080002
79.800003
79.410004
79.260002
80.099998
80.129997
79.510002
80.550003
82.400002
83.5
85.0
87.209999
88.93
95.25
99.919998
103.400002
100.589996
100.839996
102.970001
103.25
104.730003
103.260002
102.0
96.18
96.599998
102.0
100.449997
94.440002
96.5
91.25
87.459999
81.75
86.5
90.080002
89.199997
93.300003
91.0
92.379997
92.150002
103.980003
98.0
101.0
107.75
109.650002
99.5
106.400002
102.279999
103.75
108.989998
106.050003
101.199997
105.459999
107.0
113.050003
122.400002
124.599998
123.599998
116.599998
119.599998
121.0
124.5
132.979996
131.5
127.75
125.099998
127.519997
125.0
127.75
127.75
118.5
109.400002
114.25
115.330002
115.800003
114.099998
113.75
113.849998
115.0
118.0
114.370003
123.0
133.399994
133.509995
131.5
129.399994
139.0
138.25
144.0
147.75
142.600006
138.699997
137.25
135.0
135.75
144.75
145.75
147.25
147.0
152.929993
155.5
163.419998
162.449997
158.029999
158.029999
151.5
154.0
150.25
154.050003
150.699997
154.0
154.0
156.0
156.0
159.949997
166.0
166.199997
165.600006
170.0
163.0
160.5
163.0
165.5
167.199997
166.0
165.800003
167.75
166.75
168.490005
165.699997
165.0
168.75
175.600006
170.600006
174.5
183.0
192.75
190.25
196.0
190.619995
189.5
189.0
185.0
185.25
192.130005
197.0
194.5
203.0
192.600006
201.0
200.0
197.5
195.5
194.949997
186.029999
182.5
180.0
183.5
177.490005
166.119995
170.550003
172.509995
170.0
166.0
164.0
151.149994
151.5
158.0
153.630005
150.0
150.0
145.5
141.0
140.899994
143.0
148.050003
153.850006
152.399994
153.0
152.559998
153.0
157.5
148.0
151.25
152.649994
157.5
157.25
152.050003
151.949997
155.0
158.800003
163.75
162.910004
166.300003
169.5
175.0
176.5
173.5
167.75
167.5
166.0
166.100006
170.0
176.25
174.449997
177.0
175.0
167.5
158.509995
156.0
157.0
157.949997
153.949997
151.0
154.300003
159.25
154.0
152.899994
153.75
155.5
158.75
164.0
158.5
157.550003
162.550003
163.0
161.0
164.5
166.75
167.0
161.410004
155.850006
142.0
134.0
139.0
132.75
131.0
138.75
135.5
134.240005
140.949997
140.509995
141.75
146.369995
151.0
148.039993
146.449997
143.240005
147.25
152.990005
161.0
158.0
160.369995
163.910004
153.0
154.449997
158.5
159.0
160.600006
161.949997
158.5
162.949997
158.199997
153.25
158.300003
166.75
163.0
161.75
164.0
175.0
170.990005
168.600006
172.699997
178.0
179.0
171.100006
172.690002
170.25
166.5
166.600006
167.039993
165.800003
168.5
168.5
175.5
181.5
183.5
188.669998
198.259995
189.479996
191.5
184.0
189.350006
194.0
195.550003
192.5
194.0
196.75
205.75
201.0
196.600006
198.5
198.869995
196.75
203.5
204.0
195.25
195.5
193.949997
195.75
199.0
199.550003
199.0
195.5
195.899994
199.25
198.509995
